,dt,h0d0h0_dur_r,h0d0h1_dur_r,h0d1h0_dur_r,h0d1h1_dur_r,h1d0h0_dur_r,h1d0h1_dur_r,h1d1h0_dur_r
2431,20200622,0.095235112,0.904651407,0.251167999,0.748719212,0.102386971,0.897440732,0.221122935
2432,20200622,0.154498168,0.845423271,0.435271262,0.564651,0.18027068,0.819500368,0.329461736
2433,20200622,0.839335306,0.399382043,0.600497299,0.195484465,0.804150342,0.345744801,0.653890005
2434,20200622,0.843336265,0.447669495,0.55222904,0.181399488,0.818164048,0.342457318,0.657106218
2435,20200622,0.837837192,0.439881195,0.560075166,0.180901333,0.818824713,0.337583608,0.662143247
2436,20200629,0.85640032,0.430287775,0.569640583,0.167243904,0.832063885,0.33277397,0.66653285
2437,20200629,0.154688113,0.845234877,0.437124372,0.562798375,0.180037596,0.819381039,0.329867187
2438,20200629,0.830458671,0.456379629,0.541887891,0.211530721,0.78184464,0.355001048,0.638366681
2439,20200629,0.167199518,0.832720303,0.438005987,0.561913833,0.206854209,0.792274747,0.359654164
2440,20200629,0.169405666,0.83057591,0.511435596,0.48854598,0.179766174,0.820197498,0.378358778
2441,20200629,0.183545306,0.816367924,0.497281945,0.502631286,0.203729126,0.795742328,0.360982526
2442,20200629,0.124134675,0.875798647,0.373430698,0.626502125,0.154953462,0.844409248,0.296922868
2443,20200629,0.174252377,0.825631447,0.426370286,0.573514921,0.197246353,0.801914139,0.349572483
2444,20200629,0.858478224,0.432845217,0.567140367,0.161627584,0.838254688,0.297914991,0.701967041
2445,20200629,0.160626441,0.839228468,0.424753836,0.575101073,0.200359169,0.798349369,0.352296822
2446,20200629,0.175841605,0.824124067,0.519394209,0.480571463,0.216375282,0.783584176,0.360820467
2447,20200629,0.849304078,0.449243314,0.550755748,0.176057152,0.823929907,0.324078868,0.675908191
2448,20200629,0.839782222,0.428415308,0.571424738,0.18776512,0.811148794,0.343421024,0.655492891
2449,20200629,0.848132886,0.431208548,0.568684908,0.181811509,0.816645214,0.324727838,0.673728885
2450,20200629,0.838832749,0.401955419,0.59792051,0.197929742,0.800969733,0.351424986,0.647474489
2451,20200629,0.836347057,0.438732692,0.56121948,0.182115806,0.817377535,0.339634798,0.659859353
2452,20200629,0.056288094,0.94159919,0.103023,0.894847428,0.132519188,0.846516605,0.202735372
2453,20200629,0.091547354,0.908381189,0.229859334,0.770069209,0.124722631,0.874984661,0.211902064
2454,20200629,0.193794252,0.806124783,0.421504699,0.578413961,0.245984449,0.753953328,0.342246422
2455,20200629,0.16611189,0.83387357,0.523403243,0.476582217,0.181753146,0.818218987,0.347468049
2456,20200629,0.168661552,0.831303322,0.443360581,0.556604294,0.193623122,0.805972564,0.360593148
2457,20200629,0.173279029,0.826654452,0.430347154,0.569586327,0.203601166,0.795742579,0.366133372
2458,20200629,0.824710597,0.452196749,0.547498432,0.199067889,0.799162469,0.363375497,0.634861212
2459,20200629,0.850787199,0.439742176,0.560190477,0.167728329,0.831610942,0.310163583,0.689175689
2460,20200629,0.85535602,0.41443476,0.585398836,0.178805747,0.819298778,0.315393799,0.682710726
2461,20200629,0.81874697,0.445298698,0.553528266,0.194894849,0.800666275,0.373187033,0.622374091
2462,20200629,0.09300642,0.906890098,0.251215748,0.748681464,0.101289639,0.89660808,0.221934359
2463,20200629,0.142008558,0.857961256,0.40222602,0.597744141,0.155764834,0.844105746,0.339025707
2464,20200706,0.833558919,0.409079559,0.589238922,0.191125447,0.808527092,0.34012893,0.659523609
2465,20200706,0.173622743,0.82630202,0.515086583,0.48483818,0.175379495,0.824598604,0.36625709
2466,20200706,0.203212504,0.796560632,0.432302849,0.567470287,0.245593568,0.754359277,0.342523941
2467,20200706,0.128497183,0.870594122,0.377623069,0.621468435,0.151257742,0.848536823,0.288324769
2468,20200706,0.853756912,0.431582711,0.567426583,0.160959611,0.838773071,0.321739632,0.677994966
2469,20200706,0.835161116,0.435503381,0.563728463,0.172735135,0.827043668,0.319042106,0.680735893
2470,20200706,0.058500772,0.912486936,0.103780816,0.867206891,0.127274536,0.863398549,0.193832999
2471,20200706,0.096595033,0.900820278,0.254677721,0.742737589,0.09739964,0.902427131,0.209548421
2472,20200706,0.843351133,0.455201542,0.544783976,0.173397293,0.82659658,0.319730014,0.680263859
2473,20200706,0.169837233,0.829539327,0.443996468,0.555379352,0.187945477,0.811913101,0.340963749
2474,20200706,0.822090488,0.448860464,0.548187017,0.193533221,0.805850273,0.349609541,0.64977605
2475,20200706,0.173066473,0.825959291,0.429609826,0.569415938,0.197689466,0.802107241,0.352012797
2476,20200706,0.14592957,0.853822204,0.404590667,0.595161107,0.150854028,0.849114342,0.325486622
2477,20200706,0.188844649,0.810322477,0.501905154,0.497261971,0.199341177,0.800431446,0.349756337
2478,20200706,0.795931507,0.452367602,0.545787252,0.201350817,0.798041105,0.308377012,0.69101491
2479,20200706,0.82332583,0.456101853,0.532585,0.201349559,0.79478556,0.338972927,0.657154584
2480,20200706,0.807969485,0.448680921,0.543158346,0.195522845,0.803038578,0.359219377,0.639342047
2481,20200706,0.159562792,0.839567544,0.441600879,0.557529554,0.176010085,0.823773184,0.319948451
2482,20200706,0.097476438,0.901867114,0.238028206,0.761316388,0.119908533,0.879932565,0.203657855
2483,20200706,0.180327756,0.81956349,0.523513333,0.476377913,0.212721064,0.787251601,0.352243142
2484,20200706,0.855046659,0.43834234,0.561545171,0.156142802,0.843797141,0.292572787,0.707367394
2485,20200706,0.833801261,0.434773536,0.563346973,0.187612419,0.812045855,0.332739986,0.666918289
2486,20200706,0.163949897,0.834141462,0.428955411,0.569135948,0.192179103,0.807490403,0.339900547
2487,20200706,0.845065489,0.422944591,0.57458208,0.176739982,0.822454571,0.310290282,0.688904272
2488,20200706,0.845910268,0.445208729,0.554026017,0.162210382,0.837561843,0.302753313,0.697018911
2489,20200706,0.173992927,0.824575209,0.426156499,0.572411637,0.192490698,0.807252196,0.323504345
2490,20200706,0.17045966,0.829477279,0.527582729,0.47235421,0.176851673,0.823129312,0.33541308
2491,20200706,0.171815968,0.826793915,0.445912164,0.552697718,0.203687656,0.796007842,0.348966727
2492,20200713,0.199604519,0.800287476,0.429107685,0.570784682,0.244101124,0.755833328,0.339152491
2493,20200713,0.141501257,0.858459485,0.396528643,0.6034321,0.151170202,0.848790885,0.321422938
2494,20200713,0.848535212,0.418658228,0.581057119,0.168067515,0.831371266,0.306997987,0.692440794
2495,20200713,0.856349267,0.434513287,0.565473106,0.157150098,0.842793806,0.282667602,0.717276301
2496,20200713,0.837773174,0.433266622,0.566626888,0.177214022,0.822551215,0.32304986,0.676715377
2497,20200713,0.817082322,0.454096447,0.544190849,0.187349726,0.81077069,0.349914359,0.648206057
2498,20200713,0.179008198,0.820951158,0.519467358,0.480491998,0.214893021,0.785064863,0.351185916
2499,20200713,0.05930722,0.936729711,0.105527033,0.890504543,0.131503401,0.858977201,0.196497613
2500,20200713,0.168993956,0.830928116,0.438630369,0.561291703,0.191235172,0.80860155,0.344757104
2501,20200713,0.091972266,0.907857084,0.247504246,0.752325104,0.097198782,0.902603731,0.206849216
2502,20200713,0.822316942,0.447280993,0.55232421,0.197716269,0.801597038,0.351631292,0.647684114
2503,20200713,0.833659763,0.452010208,0.545725089,0.207238392,0.788743094,0.351039123,0.644942363
2504,20200713,0.168632589,0.831209228,0.436589704,0.563252112,0.202366104,0.797348925,0.348226991
2505,20200713,0.094936045,0.90496786,0.234199801,0.765704103,0.117503354,0.882307066,0.198513078
2506,20200713,0.170197681,0.829776763,0.507585146,0.492389298,0.175507351,0.824468126,0.362650911
2507,20200713,0.1566389,0.843234434,0.435964007,0.563909279,0.176172677,0.823595488,0.317104188
2508,20200713,0.168353033,0.831628885,0.521686219,0.478295699,0.177404686,0.822576509,0.333604208
2509,20200713,0.847655693,0.440874185,0.559044677,0.163798357,0.835960935,0.296337081,0.703423112
2510,20200713,0.184995259,0.814866238,0.494160062,0.505701247,0.199100184,0.80065259,0.345867535
2511,20200713,0.126566411,0.873319477,0.374245918,0.625640069,0.151857596,0.847926893,0.28660008
2512,20200713,0.844061867,0.451486903,0.548511982,0.171654321,0.828339915,0.309655966,0.69033827
2513,20200713,0.169301594,0.830567479,0.421870891,0.577998182,0.200010742,0.799764812,0.358492375
2514,20200713,0.159223129,0.840544301,0.420561849,0.579203998,0.195164507,0.804465279,0.341365201
2515,20200713,0.839518936,0.400825991,0.598969508,0.192687735,0.806940009,0.33765273,0.661975015
2516,20200713,0.172803273,0.826980776,0.418877186,0.580906863,0.194400509,0.8052947,0.332700289
2517,20200713,0.836553648,0.424573226,0.575139743,0.188752843,0.810817404,0.342368471,0.657203362
2518,20200713,0.856507245,0.426344855,0.573528504,0.167416175,0.832296964,0.330452551,0.669260588
2519,20200713,0.847188435,0.419202651,0.5804597,0.183558418,0.815653733,0.323477176,0.675734974
2520,20200720,0.849975318,0.414832661,0.584943415,0.178559249,0.820608214,0.318898268,0.680265367
2521,20200720,0.165583555,0.834402678,0.51519743,0.484788803,0.176052614,0.823932411,0.340270377
2522,20200720,0.851279792,0.414443919,0.585406818,0.166219748,0.833308128,0.310118282,0.689409594
2523,20200720,0.85845723,0.428759741,0.571229734,0.159932563,0.840008593,0.297061037,0.702880118
2524,20200720,0.842300038,0.424851902,0.575080134,0.171764588,0.827995111,0.32242613,0.677333569
2525,20200720,0.176056569,0.823905059,0.514985985,0.484975642,0.214082488,0.785890061,0.357902757
2526,20200720,0.089459238,0.910431102,0.239019573,0.760870767,0.096297499,0.90355008,0.216089288
2527,20200720,0.860298009,0.418413077,0.581524415,0.159947078,0.839745192,0.318490955,0.681201315
2528,20200720,0.180659245,0.819241439,0.484900139,0.51500064,0.196428272,0.803333672,0.351026834
2529,20200720,0.12349523,0.876423667,0.369038685,0.630880012,0.150986398,0.848811887,0.292227606
2530,20200720,0.192615355,0.807276353,0.422516076,0.577375632,0.239168955,0.760788849,0.337943203
2531,20200720,0.137638093,0.862329477,0.385883072,0.614084498,0.149302077,0.850665493,0.329209284
2532,20200720,0.057856668,0.939760465,0.103472729,0.894147094,0.129588284,0.86076998,0.200964627
2533,20200720,0.166795435,0.833181806,0.4979456,0.502031641,0.173477904,0.82650244,0.367869964
2534,20200720,0.835780365,0.449095919,0.549030821,0.202669624,0.793369768,0.350034875,0.646004517
2535,20200720,0.164583274,0.835325842,0.428867339,0.571041777,0.201972264,0.797734482,0.353790302
2536,20200720,0.851169755,0.432767892,0.567173343,0.16311336,0.836677798,0.308933276,0.690858786
2537,20200720,0.842015945,0.395903057,0.603929156,0.182400412,0.817278395,0.324242741,0.675436066
2538,20200720,0.166948881,0.832886952,0.408221718,0.591612746,0.196736641,0.803000691,0.344532212
2539,20200720,0.84091669,0.417025219,0.582807816,0.18606075,0.813508321,0.339557592,0.660013069
2540,20200720,0.090422209,0.90948925,0.228352572,0.77155784,0.117229458,0.882603416,0.201699528
2541,20200720,0.152911277,0.846998248,0.428659864,0.571249612,0.174370345,0.825409239,0.322485117
2542,20200720,0.848162837,0.443836391,0.556162304,0.171688023,0.828307318,0.321591885,0.678403455
2543,20200720,0.164686896,0.835224402,0.41337188,0.586539418,0.190987251,0.808781138,0.340578344
2544,20200720,0.155145739,0.844717827,0.410559521,0.589302459,0.188922961,0.810691534,0.33479072
2545,20200720,0.163493091,0.836455614,0.431112069,0.568836636,0.1859276,0.81392149,0.346007966
2546,20200720,0.82208004,0.441318729,0.557201844,0.192166932,0.806397542,0.371447197,0.627117277
2547,20200720,0.827247456,0.440454676,0.559196059,0.189975597,0.809422658,0.350873722,0.648522428
2548,20200727,0.093994454,0.905927292,0.224732299,0.775189447,0.156445053,0.843219349,0.242640547
2549,20200727,0.074978874,0.922766713,0.121559513,0.876191494,0.186983309,0.79087359,0.254558168
2550,20200727,0.091540394,0.908351725,0.242674812,0.757217999,0.10413406,0.894054787,0.208308968
2551,20200727,0.844725493,0.413116842,0.586668103,0.197040453,0.801029809,0.338855763,0.659210658
2552,20200727,0.831494708,0.447906857,0.550302791,0.231544336,0.760510497,0.372985439,0.619069393
2553,20200727,0.172056071,0.827854009,0.430236176,0.569673903,0.229727928,0.769327905,0.36629544
2554,20200727,0.19465529,0.80525425,0.418331546,0.581577994,0.252881392,0.747057304,0.346179306
2555,20200727,0.141742025,0.858224135,0.389130109,0.610836051,0.16648564,0.833390396,0.32520645
2556,20200727,0.188834509,0.811138285,0.516398295,0.483574498,0.243156405,0.756803082,0.373160319
2557,20200727,0.818882619,0.443996034,0.554622884,0.196716671,0.798973476,0.369332996,0.626361535
2558,20200727,0.170976986,0.829004631,0.497399377,0.50258224,0.199803657,0.800152585,0.374263206
2559,20200727,0.842736967,0.434452419,0.565482325,0.192248302,0.807171651,0.310557452,0.688862501
2560,20200727,0.839031853,0.446365033,0.553634407,0.196798019,0.803187602,0.321447585,0.678538037
2561,20200727,0.165891618,0.834048176,0.408087746,0.591852048,0.21898591,0.780399201,0.372813536
2562,20200727,0.160813138,0.839046976,0.411235477,0.588624638,0.210380781,0.78843973,0.347551876
2563,20200727,0.172605684,0.827375687,0.513365484,0.486615887,0.208468372,0.791503081,0.358757027
2564,20200727,0.844627702,0.419316406,0.580519967,0.205150145,0.793292962,0.356108695,0.642334412
2565,20200727,0.850727588,0.431310393,0.568679776,0.175985724,0.823882878,0.290730667,0.709137695
2566,20200727,0.842060526,0.39037484,0.609506994,0.189941946,0.808919511,0.32582248,0.67303738
2567,20200727,0.172627043,0.827267514,0.415360958,0.584533599,0.227754324,0.771328184,0.374254308
2568,20200727,0.838545075,0.411029128,0.588814699,0.204222465,0.794668389,0.356880383,0.642010472
2569,20200727,0.16416691,0.835790698,0.424770987,0.575186621,0.223857605,0.77570062,0.381949369
2570,20200727,0.158828653,0.841088271,0.428642075,0.571274993,0.199914507,0.799486633,0.334597597
2571,20200727,0.184888586,0.815019258,0.483654474,0.516253652,0.220062282,0.779376885,0.358745064
2572,20200727,0.131208482,0.868718063,0.370336024,0.629590522,0.178560464,0.820800374,0.309004395
2573,20200727,0.83030126,0.431301525,0.568363809,0.232311976,0.765835786,0.385723823,0.61242394
2574,20200727,0.843154673,0.419715251,0.58022808,0.203703215,0.795759232,0.353253695,0.646208753
2575,20200727,0.851983694,0.414701839,0.585222057,0.200229072,0.799029159,0.36357178,0.635686452
2576,20200803,0.172876593,0.826524057,0.419401702,0.579998851,0.170381365,0.829366084,0.295160751
2577,20200803,0.130981686,0.852900069,0.180136713,0.803745042,0.151039035,0.837404436,0.205744779
2578,20200803,0.095609856,0.901823401,0.236649257,0.760784,0.088701026,0.911155172,0.181538943
2579,20200803,0.83702701,0.373920451,0.62477422,0.175198056,0.824464577,0.300426967,0.699235666
2580,20200803,0.835404667,0.412877007,0.586445213,0.157997854,0.841649891,0.301041972,0.698604819
2581,20200803,0.827275748,0.422621212,0.577031017,0.163358223,0.83634059,0.291590316,0.708110906
2582,20200803,0.183115819,0.816332654,0.411120325,0.588328149,0.187536582,0.812190589,0.325655073
2583,20200803,0.191131014,0.807997769,0.416036248,0.583092535,0.19550238,0.8041617,0.316193735
2584,20200803,0.833736599,0.417554543,0.580496359,0.174573428,0.824613813,0.300271901,0.69891534
2585,20200803,0.829895439,0.416763049,0.582670618,0.156852516,0.842911062,0.275844085,0.723919493
2586,20200803,0.196621869,0.802818722,0.466946462,0.532493942,0.189131697,0.810610874,0.318785265
2587,20200803,0.19804225,0.801019518,0.413904954,0.585152735,0.202907709,0.796776828,0.327127824
2588,20200803,0.207665008,0.792249345,0.507017516,0.492896249,0.206386973,0.793586244,0.325345805
2589,20200803,0.188051054,0.811903245,0.495416933,0.504537366,0.175577071,0.824404889,0.313995526
2590,20200803,0.20753489,0.792265338,0.417191527,0.582608701,0.230682017,0.769271197,0.319098696
2591,20200803,0.179412151,0.820515414,0.474894014,0.525033551,0.163785328,0.836193866,0.327767588
2592,20200803,0.827865106,0.429780815,0.570208431,0.16769703,0.832296851,0.290287424,0.709706458
2593,20200803,0.187701087,0.811944939,0.41935059,0.580295435,0.179100714,0.820718973,0.316160978
2594,20200803,0.790569329,0.425789579,0.572309551,0.19263519,0.806515084,0.332318704,0.666829472
2595,20200803,0.121216035,0.878371313,0.242304269,0.75728308,0.139994118,0.859832464,0.220780703
2596,20200803,0.819111959,0.417991498,0.580767368,0.167684935,0.831717006,0.287105826,0.712296114
2597,20200803,0.842246533,0.418666428,0.581266248,0.156414411,0.843517552,0.270123645,0.729807604
2598,20200803,0.821745241,0.414731738,0.583992257,0.175877127,0.823640231,0.297711943,0.701803837
2599,20200803,0.173041377,0.825511697,0.40161627,0.596936804,0.182788407,0.816840384,0.308158047
2600,20200803,0.793908796,0.446533167,0.54492696,0.208358652,0.787022923,0.333432792,0.661948783
2601,20200803,0.809862391,0.447856771,0.545457799,0.193837572,0.804694578,0.369699595,0.628832555
2602,20200803,0.147648002,0.851710211,0.368886927,0.630471285,0.150459742,0.849292891,0.270060465
2603,20200803,0.148353946,0.851414293,0.375942372,0.623825867,0.137974218,0.86199438,0.285099164
2604,20200810,0.82207745,0.432117058,0.566971529,0.226058867,0.773050672,0.374457675,0.624651864
2605,20200810,0.092014817,0.907557756,0.243075061,0.756497512,0.10517361,0.89465043,0.209226461
2606,20200810,0.846883923,0.428499624,0.57118623,0.198204751,0.801451593,0.360626151,0.639028289
2607,20200810,0.183168054,0.816807926,0.517659448,0.482316532,0.223596999,0.776383545,0.373758908
2608,20200810,0.19153758,0.808405677,0.518628178,0.48131508,0.252124874,0.747840727,0.380730818
2609,20200810,0.809956811,0.453376623,0.542623653,0.249492143,0.745826188,0.394005857,0.601312473
2610,20200810,0.177754088,0.821864958,0.431233645,0.568385401,0.229806838,0.769874897,0.371004133
